model,context,dataset,id,sentence,sent_shuffle,true_label,pred_original,pred_shuffle,change_type,has_discourse_marker,has_hedging,has_causal_structure,has_contrastive,claim_premise_structure,notes
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-9,"First, it relies upon a fallacy (the argument from (im)probability); second, it is dependent upon irreducible complexity (as Dembski himself has explained).","explained). fallacy relies irreducible (im)probability); is complexity himself (the dependent Dembski upon second, it it a (as argument from First, upon has",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-10,But the publications were presented in answer to Behe's claim that there were no scientific papers on the topic.,scientific no presented claim in papers the answer were on that the there publications topic. to Behe's But were,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-11,"But I don't ""believe"" in evolutionary biology ""by faith.""","""believe"" biology ""by in faith."" don't evolutionary But I",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-12,"So when we call you ""homophobic"", we are being kind and generous to you, even if you do not deserve it.","deserve ""homophobic"", even you kind you, if not we to do and when generous we you are being So call it.",Argument,Argument,ERROR,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-13,"If people had legalized gay marriage before marriage had started falling apart, then we could have it without damaging marriages.","marriages. marriage could gay started we have damaging before then without falling people apart, had it marriage had If legalized",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-14,"But, if you werent the one murdered, what right do you have to ask for revenge in your own name?","name? one for the do ask revenge own murdered, to your you if have you in what right But, werent",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-15,"So, wanting not to be denied marriage based your sexual orientation is not wrong, is what you are saying =D Bigotry at its best.","what denied saying best. wrong, orientation are is is you wanting not at marriage sexual not its be =D based your So, to Bigotry",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-171,We are not talking about additional rights but lesser restrictions.,but talking not lesser additional rights restrictions. about We are,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-172,"Based on your post above, a drop in support for these things would increase gun violence.","in for a drop gun these would support on your increase violence. above, things Based post",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-173,Science is controlled by godless naturalists.,by is controlled godless Science naturalists.,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-174,"Yes, once a gene has been established that leads via an established pathway to a given trait, the deliberately or accidentally modifying some other gene so that it in fact duplicates the established gene would lead through the same established pathway to the same established trait.","deliberately modifying in an other via fact gene pathway gene the has to so established established lead established trait. duplicates the that gene accidentally some same the Yes, or trait, established to through same a it been would established leads a given the once that pathway",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-176,"Last I checked, Churches were places not for science.","Churches not for were science. checked, places Last I",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-178,"The terminology is not the issue; we both know what we're talking about, and putting one's religious beliefs into law, forcing them upon others, just isn't right.","religious about, what right. law, we issue; we're one's upon talking into terminology putting just and is beliefs isn't the them both know others, The not forcing",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-179,Which implies that you support legalization of everything.,you support of everything. that legalization Which implies,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-180,"Read again: ""I tell you the truth, until heaven and earth disappear, NOT THE SMALLEST LETTER, NOT THE LEAST STROKE OF A PEN, will by any means disappear from the Law until everything is accomplished.""","and NOT the OF until PEN, the NOT means by SMALLEST earth disappear, disappear heaven STROKE Law truth, any Read is THE LEAST ""I everything from A tell will you accomplished."" LETTER, THE again: until",No-Argument,No-Argument,ERROR,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-182,We have seen exactly what type of effect teaching one label is better than another has done to peoples throughout time.,throughout type another what one than has peoples of better to label have is seen done effect teaching We exactly time.,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AEC,AEC-dev-185,"Making another anti-gun law is like spitting in the faces of the victims of crime, ""We could'nt protect you last time but we're gonna make sure you can't protect yourself next time"" That's what they are really saying.","the what of That's they yourself victims like sure next can't is faces last law make time we're could'nt saying. time"" you Making really of you anti-gun are protect gonna but spitting the crime, ""We protect another in",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-1,"If there was another factor, then there would have already been arguments against this study using other studies produced by the opponents of the death penalty to proved this theory wrong.","by study been death proved there then against arguments using already to wrong. of other this there this produced was studies opponents theory factor, penalty would have the If another the",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-2,Gun control proponents essentially concede this fact when they focus their efforts on anti-gun laws and gun reduction policies rather than increased sentencing or enforcement of existing laws.,policies gun their increased laws. fact this efforts laws focus enforcement on rather and of control anti-gun proponents reduction existing concede sentencing when they or Gun essentially than,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-3,"Can life imprisonment for a definite yes, prevent a murderer from killing again?","prevent yes, imprisonment murderer again? definite killing a for a Can life from",Argument,Argument,ERROR,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-6,"So, the only reason I can really see why people support the death penalty is to have simple vengeance against the perpretrator.","perpretrator. can only to people death have against really penalty vengeance is support the the I simple see why So, reason the",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-7,All citizens are protected under the law for equal treatment.,for protected are equal the law treatment. under All citizens,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-8,"While figures over the previous 25 years showed a steady decrease in armed robbery with firearms, this has changed drastically upward in the past 12 months, since criminals now are guaranteed that their prey is unarmed.","steady armed 25 criminals their drastically guaranteed months, the since that decrease in now a upward this unarmed. years 12 While is robbery changed over prey are in the past previous with firearms, has figures showed",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-9,I realize they both achieve a similiar result but punishment is a part of justice and sometimes the removable of the most valued right (in my opinion) is justified.,removable justice is valued most similiar a part a and punishment (in of justified. sometimes opinion) realize of they the is achieve my result but right I both the,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-10,"Also, the death penalty in the US isn't a painful, public spectacle.","isn't the death a painful, US spectacle. penalty in Also, the public",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-11,The necessity of becomming a hardcore prisoner to survive decreases.,to becomming of survive hardcore prisoner decreases. a The necessity,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-13,Any deterent value that the death penalty brings to the table is simply a nice side effect.,brings table death penalty side nice a the to deterent value simply effect. the is Any that,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-14,"Yes, we should have a speedier route to the needle.","to have should the speedier route needle. a Yes, we",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-15,"But why not put him in a 6x6 cell, no tv, no outside contact, no magazines: just him and 4 walls, a meal a day and a grate in the floor for bodily needs.","in 4 walls, outside day in magazines: tv, just no a no and no cell, the a meal But bodily contact, and not for grate a put a him floor needs. him why 6x6",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-171,"When it gets personal, I have the patience of that cartoon vulture that proclaims "" Patience my arse, I'm gonna kill something.""","something."" have gets Patience that that my gonna the proclaims I'm "" cartoon it vulture I arse, patience of When personal, kill",No-Argument,No-Argument,ERROR,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-172,"Now the courts have held in some instances, the right to keep and bear arms is an individual right and in some instances, it is a states right.","right an to some right. some in keep arms right is and and is a the bear courts individual states held instances, instances, the it Now have in",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-173,I really don't understand why Americans are convinced that guns are essential these days.,that these convinced are days. essential Americans don't guns understand why I really are,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,AFS,AFS-dev-174,Feudal lords had the right to the virginity of every young girl in their fiefdom.,of their virginity the fiefdom. in to had every the right girl Feudal lords young,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
